Generating Solution for Advent of Code 2020 - Day 5 / Part 1
Reading input file data/day5-input.txt to solve Day 5 Part 1
Boarding Card FBFBFFFLLL: row 40, col 0, Seat ID 320
Boarding Card FBFBFFFRRR: row 40, col 7, Seat ID 327
Boarding Card FFFBBFFRLR: row 12, col 5, Seat ID 101
Boarding Card BFFBFFBLLR: row 73, col 1, Seat ID 585
Boarding Card BBFFBFBLRL: row 101, col 2, Seat ID 810
Boarding Card BFBFBFBLLR: row 85, col 1, Seat ID 681
Boarding Card FBFFFBFRLL: row 34, col 4, Seat ID 276
Boarding Card BBFBBBFRLL: row 110, col 4, Seat ID 884
Boarding Card BFBBBBBRLR: row 95, col 5, Seat ID 765
Boarding Card BFBFFFBRLR: row 81, col 5, Seat ID 653
Boarding Card FFFBBBFLRR: row 14, col 3, Seat ID 115
Boarding Card BFBFFBFLRL: row 82, col 2, Seat ID 658
Boarding Card BBFBBBBLRR: row 111, col 3, Seat ID 891
Boarding Card BFBFBBFRLL: row 86, col 4, Seat ID 692
Boarding Card FFFFBBBRLL: row 7, col 4, Seat ID 60
Boarding Card BFBBBBBLRR: row 95, col 3, Seat ID 763
Boarding Card FBFBBBBRLL: row 47, col 4, Seat ID 380
Boarding Card BFBBFBFRRL: row 90, col 6, Seat ID 726
Boarding Card BBFFFFBRLR: row 97, col 5, Seat ID 781
Boarding Card FBBBFBFRLR: row 58, col 5, Seat ID 469
Boarding Card BFBFFBFRRR: row 82, col 7, Seat ID 663
Boarding Card FBFBBBBLRL: row 47, col 2, Seat ID 378
Boarding Card BFBFBBBLLR: row 87, col 1, Seat ID 697
Boarding Card FFBFFFFLRR: row 16, col 3, Seat ID 131
Boarding Card FBFBBBFRRL: row 46, col 6, Seat ID 374
Boarding Card FBFBFBFRRR: row 42, col 7, Seat ID 343
Boarding Card BFFFFFFRLR: row 64, col 5, Seat ID 517
Boarding Card FBBBBFFRRL: row 60, col 6, Seat ID 486
Boarding Card BFFFFFBRRL: row 65, col 6, Seat ID 526
Boarding Card BBBFFFFRLR: row 112, col 5, Seat ID 901
Boarding Card FBBBFFBLRL: row 57, col 2, Seat ID 458
Boarding Card FBBBFFFLRL: row 56, col 2, Seat ID 450
Boarding Card FFFBFFBRLL: row 9, col 4, Seat ID 76
Boarding Card BFFFFFFRRL: row 64, col 6, Seat ID 518
Boarding Card BBBFFFBLLR: row 113, col 1, Seat ID 905
Highest Seat ID = 922
